Chromosome	Start	End	GeneID	Gene_type	Strand
Y	7656968	7657352	ENSG00000275280	processed_pseudogene	1
Y	11395699	11397076	ENSG00000270242	processed_pseudogene	1
Y	12244752	12245457	ENSG00000236477	processed_pseudogene	1
Y	19986575	19987852	ENSG00000237997	processed_pseudogene	-1
Y	7913422	7914090	ENSG00000244246	processed_pseudogene	-1
Y	20575776	20593154	ENSG00000198692	protein_coding	1
Y	22973819	23005465	ENSG00000183753	protein_coding	1
Y	11445418	11445564	ENSG00000225433	unprocessed_pseudogene	-1
Y	15547216	15593331	ENSG00000227166	unprocessed_pseudogene	1
Y	56855244	56855488	ENSG00000235857	processed_pseudogene	1
Y	8363536	8363959	ENSG00000223955	processed_pseudogene	-1
Y	11335627	11337693	ENSG00000270455	processed_pseudogene	1
Y	22305925	22307951	ENSG00000229940	unprocessed_pseudogene	-1
Y	11781052	11782527	ENSG00000234385	processed_pseudogene	-1
Y	12537773	12544883	ENSG00000226863	transcribed_unprocessed_pseudogene	1
Y	21940012	21941593	ENSG00000237968	unprocessed_pseudogene	1
Y	8682594	8700977	ENSG00000233699	lncRNA	-1
Y	12661309	12663478	ENSG00000286009	lncRNA	-1
Y	11107065	11107263	ENSG00000271365	processed_pseudogene	-1
Y	11321557	11322823	ENSG00000259029	unprocessed_pseudogene	1
Y	16599730	16644539	ENSG00000286201	lncRNA	-1
Y	22866544	22867756	ENSG00000215537	processed_pseudogene	-1
Y	22580989	22614081	ENSG00000230476	unprocessed_pseudogene	-1
Y	7932997	7937640	ENSG00000229745	unprocessed_pseudogene	-1
Y	8127130	8144203	ENSG00000227204	unprocessed_pseudogene	1
Y	11412548	11418716	ENSG00000275828	unprocessed_pseudogene	1
Y	22198429	22203712	ENSG00000225615	unprocessed_pseudogene	1
Y	17552800	17579754	ENSG00000230663	lncRNA	-1
Y	20001185	20012204	ENSG00000232522	unprocessed_pseudogene	-1
Y	22517242	22517573	ENSG00000234131	processed_pseudogene	-1
Y	21817579	21818218	ENSG00000277519	unprocessed_pseudogene	-1
Y	22330452	22332500	ENSG00000259247	unprocessed_pseudogene	1
Y	8931069	8931454	ENSG00000273731	processed_pseudogene	-1
Y	22100814	22147484	ENSG00000236951	lncRNA	-1
Y	11922536	11923769	ENSG00000215583	processed_pseudogene	-1
Y	11178306	11178816	ENSG00000274162	processed_pseudogene	1
Y	21918935	21921106	ENSG00000227444	unprocessed_pseudogene	1
Y	12618983	12634402	ENSG00000233774	unprocessed_pseudogene	-1
Y	22048554	22049347	ENSG00000232475	unprocessed_pseudogene	-1
Y	20390051	20396796	ENSG00000228764	processed_pseudogene	1
Y	12252321	12258033	ENSG00000232226	transcribed_unprocessed_pseudogene	-1
Y	11445708	11446101	ENSG00000224567	processed_pseudogene	-1
Y	7990987	7991806	ENSG00000241200	processed_pseudogene	-1
Y	17192826	17193652	ENSG00000228518	processed_pseudogene	1
Y	12440046	12507369	ENSG00000227447	unprocessed_pseudogene	-1
Y	11144250	11144492	ENSG00000274231	processed_pseudogene	1
Y	3786282	3864893	ENSG00000286050	lncRNA	1
Y	11173618	11173821	ENSG00000274502	processed_pseudogene	1
Y	7845485	7846454	ENSG00000278854	processed_pseudogene	-1
Y	8264449	8277188	ENSG00000225809	unprocessed_pseudogene	-1
Y	22400403	22402568	ENSG00000237902	unprocessed_pseudogene	-1
Y	8704472	8705283	ENSG00000232419	lncRNA	1
Y	22936455	22973284	ENSG00000226906	lncRNA	1
Y	8971751	8974095	ENSG00000230025	unprocessed_pseudogene	-1
Y	11957208	11987386	ENSG00000235649	unprocessed_pseudogene	1
Y	11306918	11308181	ENSG00000258567	unprocessed_pseudogene	1
Y	8364032	8365150	ENSG00000234179	processed_pseudogene	1
Y	11107389	11107596	ENSG00000271309	processed_pseudogene	-1
Y	22049755	22058113	ENSG00000229553	unprocessed_pseudogene	-1
Y	22851584	22852715	ENSG00000228240	lncRNA	1
Y	3293808	3294826	ENSG00000234652	processed_pseudogene	1
Y	3851224	3852869	ENSG00000218410	processed_pseudogene	-1
Y	17500958	17515018	ENSG00000224989	lncRNA	1
Y	22144966	22146831	ENSG00000131548	lncRNA	1
Y	22068820	22069151	ENSG00000232029	processed_pseudogene	1
Y	11042722	11042943	ENSG00000273858	processed_pseudogene	-1
Y	8413037	8414054	ENSG00000227830	processed_pseudogene	-1
Y	8371663	8372030	ENSG00000226529	processed_pseudogene	1
Y	19932130	19932500	ENSG00000274837	processed_pseudogene	-1
Y	3549652	3549810	ENSG00000216777	processed_pseudogene	-1
Y	8418791	8419900	ENSG00000216824	processed_pseudogene	-1
Y	22861112	22861834	ENSG00000276829	unprocessed_pseudogene	-1
Y	22064698	22065712	ENSG00000228850	unprocessed_pseudogene	1
Y	17514502	17516715	ENSG00000283076	transcribed_unprocessed_pseudogene	1
Y	8372241	8372710	ENSG00000234850	processed_pseudogene	1
Y	22520681	22521695	ENSG00000224873	unprocessed_pseudogene	-1
Y	22209331	22216580	ENSG00000229234	unprocessed_pseudogene	1
Y	11107719	11107887	ENSG00000270570	processed_pseudogene	-1
Y	14276212	14277489	ENSG00000223517	lncRNA	-1
Y	8901203	8903276	ENSG00000228207	unprocessed_pseudogene	-1
Y	22670616	22672859	ENSG00000224917	unprocessed_pseudogene	-1
Y	21825441	21846721	ENSG00000286187	lncRNA	1
Y	12354096	12387328	ENSG00000225117	unprocessed_pseudogene	1
Y	22296798	22298876	ENSG00000215560	lncRNA	-1
Y	12801973	12803830	ENSG00000228411	processed_pseudogene	-1
Y	22438940	22485592	ENSG00000235059	lncRNA	1
Y	21880076	21894526	ENSG00000244395	protein_coding	-1
Y	22762851	22769787	ENSG00000230727	unprocessed_pseudogene	-1
Y	22528281	22536639	ENSG00000230814	unprocessed_pseudogene	1
Y	21871331	21873550	ENSG00000229725	unprocessed_pseudogene	1
Y	20464916	20575519	ENSG00000229236	lncRNA	-1
Y	3866306	3866722	ENSG00000229518	processed_pseudogene	-1
Y	12321623	12322835	ENSG00000232730	processed_pseudogene	1
Y	4036497	4100320	ENSG00000229308	lncRNA	1
Y	23017063	23017821	ENSG00000244000	processed_pseudogene	1
Y	23025594	23026663	ENSG00000232764	processed_pseudogene	1
Y	14907898	14908068	ENSG00000236131	processed_pseudogene	1
Y	14941547	14941750	ENSG00000227949	processed_pseudogene	-1
Y	4174985	4175090	ENSG00000252900	snRNA	-1
Y	16138248	16138379	ENSG00000252689	snoRNA	-1
Y	12273473	12273764	ENSG00000243980	misc_RNA	1
Y	17557864	17557976	ENSG00000252315	rRNA_pseudogene	1
Y	17559774	17559889	ENSG00000252012	rRNA_pseudogene	1
Y	17568962	17569051	ENSG00000273966	misc_RNA	-1
Y	16248935	16249041	ENSG00000252173	snRNA	1
Y	16336283	16336389	ENSG00000252323	snRNA	-1
Y	18731440	18773735	ENSG00000169953	protein_coding	-1
Y	18741843	18741986	ENSG00000236429	unprocessed_pseudogene	-1
Y	18776279	18779427	ENSG00000249501	unprocessed_pseudogene	-1
Y	18787750	18788080	ENSG00000228193	processed_pseudogene	1
Y	18790709	18791051	ENSG00000248573	transcribed_unprocessed_pseudogene	-1
Y	18811338	18811829	ENSG00000230904	unprocessed_pseudogene	-1
Y	18826107	18829487	ENSG00000238135	unprocessed_pseudogene	1
Y	18833002	18839313	ENSG00000224151	unprocessed_pseudogene	-1
Y	18833729	18833890	ENSG00000251970	snRNA	-1
Y	18848264	18867280	ENSG00000238088	unprocessed_pseudogene	1
Y	18872102	18872272	ENSG00000217179	processed_pseudogene	1
Y	18985175	18986398	ENSG00000217896	processed_pseudogene	1
Y	18992467	18992709	ENSG00000185275	processed_pseudogene	-1
Y	19018983	19019087	ENSG00000252766	snRNA	-1
Y	19253960	19260875	ENSG00000274282	processed_pseudogene	-1
Y	19327569	19328573	ENSG00000234529	processed_pseudogene	1
Y	17621259	17625832	ENSG00000238191	unprocessed_pseudogene	-1
Y	17628513	17629402	ENSG00000226353	processed_pseudogene	1
Y	17705968	17708185	ENSG00000275578	unprocessed_pseudogene	-1
Y	17721598	17723177	ENSG00000226449	unprocessed_pseudogene	1
Y	17726752	17727080	ENSG00000225896	processed_pseudogene	1
Y	17729528	17744596	ENSG00000224166	unprocessed_pseudogene	-1
Y	17757001	17758125	ENSG00000229129	processed_pseudogene	-1
Y	17782210	17784815	ENSG00000223555	unprocessed_pseudogene	1
Y	17788315	17789484	ENSG00000235521	unprocessed_pseudogene	-1
Y	17789003	17789162	ENSG00000252513	snRNA	-1
Y	17797983	17800696	ENSG00000224964	unprocessed_pseudogene	-1
Y	17809807	17825329	ENSG00000226011	unprocessed_pseudogene	1
Y	17837201	17837528	ENSG00000225740	processed_pseudogene	-1
Y	17882099	17883708	ENSG00000229138	unprocessed_pseudogene	-1
Y	17908755	17910806	ENSG00000224485	unprocessed_pseudogene	1
Y	17912699	17921630	ENSG00000226116	unprocessed_pseudogene	-1
Y	17951589	17953500	ENSG00000237558	unprocessed_pseudogene	1
Y	17984349	17993260	ENSG00000233378	unprocessed_pseudogene	1
Y	17995201	17997252	ENSG00000237616	unprocessed_pseudogene	-1
Y	18022299	18023908	ENSG00000224033	unprocessed_pseudogene	1
Y	18068483	18068810	ENSG00000230412	processed_pseudogene	1
Y	18105314	18108102	ENSG00000225895	unprocessed_pseudogene	1
Y	18116527	18117695	ENSG00000233120	unprocessed_pseudogene	1
Y	18116848	18117007	ENSG00000252166	snRNA	1
Y	18121195	18123799	ENSG00000232744	unprocessed_pseudogene	-1
Y	18147884	18149008	ENSG00000229465	processed_pseudogene	1
Y	18161366	18176484	ENSG00000231311	unprocessed_pseudogene	1
Y	18178932	18179260	ENSG00000236599	processed_pseudogene	-1
Y	18182835	18184414	ENSG00000232899	unprocessed_pseudogene	-1
Y	18276607	18277495	ENSG00000229302	processed_pseudogene	-1
Y	18280178	18284761	ENSG00000228945	unprocessed_pseudogene	1
Y	18326253	18353210	ENSG00000233522	lncRNA	1
Y	18336960	18337049	ENSG00000278391	misc_RNA	1
Y	18346123	18346238	ENSG00000251953	rRNA_pseudogene	-1
Y	18348035	18348147	ENSG00000252667	rRNA_pseudogene	-1
Y	18386974	18389151	ENSG00000249726	unprocessed_pseudogene	1
Y	18440797	18441125	ENSG00000225716	processed_pseudogene	1
Y	18453150	18472137	ENSG00000229406	unprocessed_pseudogene	-1
Y	18481087	18487400	ENSG00000227494	unprocessed_pseudogene	1
Y	18486511	18486672	ENSG00000252209	snRNA	1
Y	18490915	18494295	ENSG00000249634	unprocessed_pseudogene	-1
Y	18491740	18547698	ENSG00000251510	lncRNA	1
Y	18508577	18509068	ENSG00000238067	unprocessed_pseudogene	1
Y	18529358	18529623	ENSG00000233546	unprocessed_pseudogene	1
Y	18532326	18532656	ENSG00000230377	processed_pseudogene	-1
Y	18540980	18544128	ENSG00000250951	unprocessed_pseudogene	1
Y	18578417	18578560	ENSG00000230458	unprocessed_pseudogene	1
Y	18581206	18590521	ENSG00000131007	lncRNA	-1
Y	18649671	18650279	ENSG00000235479	unprocessed_pseudogene	1
Y	18655520	18656190	ENSG00000249606	unprocessed_pseudogene	-1
Y	18772706	19077416	ENSG00000176728	lncRNA	-1
Y	19598188	19598757	ENSG00000267793	transcribed_processed_pseudogene	1
Y	19691941	19694606	ENSG00000260197	lncRNA	-1
Y	19744756	19759978	ENSG00000288049	lncRNA	1
Y	19703865	19744939	ENSG00000012817	protein_coding	-1
Y	18546691	18588963	ENSG00000172468	protein_coding	1
Y	3579067	3580041	ENSG00000176679	protein_coding	1
Y	22168542	22182982	ENSG00000169800	protein_coding	-1
Y	18025787	18027746	ENSG00000182415	protein_coding	1
Y	23049247	23051195	ENSG00000233126	processed_pseudogene	1
Y	23058030	23059186	ENSG00000227251	processed_pseudogene	1
Y	7324297	7324595	ENSG00000252633	misc_RNA	-1
Y	7341531	7341642	ENSG00000251996	misc_RNA	1
Y	7378672	7378779	ENSG00000252155	snRNA	1
Y	7423054	7423158	ENSG00000252472	snRNA	-1
Y	6718962	6719180	ENSG00000224953	processed_pseudogene	-1
Y	6789153	6789344	ENSG00000274365	processed_pseudogene	1
Y	6837707	6838252	ENSG00000233634	processed_pseudogene	1
Y	6900753	6901372	ENSG00000237701	processed_pseudogene	1
Y	6918682	6920791	ENSG00000273906	lncRNA	1
Y	24659337	24660406	ENSG00000232976	processed_pseudogene	1
Y	24683657	24684935	ENSG00000226270	processed_pseudogene	1
Y	24691791	24692932	ENSG00000227837	processed_pseudogene	1
Y	24977176	24978317	ENSG00000278602	unprocessed_pseudogene	-1
Y	24985201	24986476	ENSG00000223978	processed_pseudogene	-1
Y	25009700	25010769	ENSG00000278197	unprocessed_pseudogene	-1
Y	25018499	25019303	ENSG00000230819	processed_pseudogene	-1
Y	25030901	25062548	ENSG00000185894	protein_coding	-1
Y	25063083	25099892	ENSG00000228296	lncRNA	-1
Y	24833843	24907040	ENSG00000205916	protein_coding	1
Y	17878260	17880220	ENSG00000129873	protein_coding	-1
Y	2784749	2784853	ENSG00000251841	snRNA	1
Y	2786855	2787682	ENSG00000184895	protein_coding	-1
Y	2789827	2790328	ENSG00000237659	processed_pseudogene	1
Y	2827982	2828218	ENSG00000232195	processed_pseudogene	1
Y	2828192	2840851	ENSG00000286130	lncRNA	-1
Y	2841602	2932000	ENSG00000129824	protein_coding	1
Y	2929001	2931120	ENSG00000229163	processed_pseudogene	-1
Y	2934406	2934771	ENSG00000278847	lncRNA	-1
Y	2935281	2982506	ENSG00000067646	protein_coding	1
Y	2966844	3002626	ENSG00000233070	lncRNA	-1
Y	2995067	2995273	ENSG00000223600	processed_pseudogene	-1
Y	13286638	13287378	ENSG00000215414	processed_pseudogene	1
Y	13083790	13095805	ENSG00000224035	processed_pseudogene	1
Y	13230884	13231439	ENSG00000223915	processed_pseudogene	1
Y	12904108	12920478	ENSG00000067048	protein_coding	1
HG1398_PATCH	8669	20226	ENSG00000288512	protein_coding	-1
Y	12930165	12948182	ENSG00000234059	unprocessed_pseudogene	-1
Y	13234577	13480673	ENSG00000183878	protein_coding	-1
HG1398_PATCH	17273	36924	ENSG00000288124	protein_coding	-1
HG1398_PATCH	35738	50187	ENSG00000288352	lncRNA	1
HG1398_PATCH	43422	56575	ENSG00000288369	protein_coding	-1
HG1398_PATCH	46471	46577	ENSG00000284403	snRNA	1
HG1398_PATCH	56765	58884	ENSG00000288383	lncRNA	-1
HG1398_PATCH	57384	86631	ENSG00000288427	protein_coding	1
HG1398_PATCH	74168	75503	ENSG00000288281	lncRNA	-1
HG1398_PATCH	94360	116755	ENSG00000288116	lncRNA	-1
HG1398_PATCH	116371	146260	ENSG00000288217	protein_coding	1
Y	13703899	13706024	ENSG00000154620	protein_coding	1
Y	13985772	13986473	ENSG00000129864	protein_coding	-1
Y	24763069	24813492	ENSG00000187191	protein_coding	-1
Y	23129355	23199010	ENSG00000188120	protein_coding	-1
Y	23379484	23392697	ENSG00000205936	unprocessed_pseudogene	1
Y	23423099	23423236	ENSG00000251925	snoRNA	-1
Y	23435905	23436006	ENSG00000286744	unprocessed_pseudogene	1
Y	23462465	23472280	ENSG00000225189	unprocessed_pseudogene	1
Y	23523321	23525369	ENSG00000230073	unprocessed_pseudogene	1
Y	23549809	23551385	ENSG00000236647	unprocessed_pseudogene	1
Y	6865918	6911752	ENSG00000099721	protein_coding	-1
Y	6910686	7101970	ENSG00000092377	protein_coding	1
HG1398_PATCH	165118	168672	ENSG00000288463	processed_pseudogene	1
Y	7100733	7106502	ENSG00000232583	unprocessed_pseudogene	-1
Y	23219447	23291356	ENSG00000205944	protein_coding	1
Y	14639096	14640358	ENSG00000226555	processed_pseudogene	1
Y	14793642	14804033	ENSG00000228787	lncRNA	-1
Y	21903618	21918042	ENSG00000242389	protein_coding	-1
Y	14522573	14845654	ENSG00000165246	protein_coding	1
HG1445_PATCH	97753	109757	ENSG00000288135	lncRNA	1
HG1445_PATCH	109421	145794	ENSG00000288322	lncRNA	-1
HG1445_PATCH	146238	163482	ENSG00000288356	lncRNA	1
HG1445_PATCH	147642	147752	ENSG00000288117	misc_RNA	1
Y	3002887	3200509	ENSG00000231535	lncRNA	1
Y	25813013	25814566	ENSG00000229343	unprocessed_pseudogene	1
Y	25860943	25861268	ENSG00000232695	processed_pseudogene	1
Y	25871931	25898653	ENSG00000235511	unprocessed_pseudogene	-1
Y	25904518	25907250	ENSG00000232914	unprocessed_pseudogene	1
Y	25918323	25918895	ENSG00000223655	processed_pseudogene	-1
Y	25923388	25929826	ENSG00000230854	unprocessed_pseudogene	1
Y	25928979	25929142	ENSG00000252625	snRNA	1
Y	25933833	25935881	ENSG00000227635	unprocessed_pseudogene	-1
Y	25943268	25954152	ENSG00000237546	unprocessed_pseudogene	1
Y	25975549	25988069	ENSG00000172283	unprocessed_pseudogene	1
Y	25991241	25991572	ENSG00000227867	processed_pseudogene	-1
Y	25994684	25995697	ENSG00000231716	unprocessed_pseudogene	-1
Y	26002254	26008856	ENSG00000234744	unprocessed_pseudogene	1
Y	26011435	26012237	ENSG00000233156	unprocessed_pseudogene	1
Y	26055779	26088493	ENSG00000234888	unprocessed_pseudogene	-1
Y	26198331	26208148	ENSG00000235014	unprocessed_pseudogene	-1
Y	26234610	26234711	ENSG00000289705	unprocessed_pseudogene	-1
Y	26244351	26244573	ENSG00000225876	unprocessed_pseudogene	-1
Y	26247384	26247521	ENSG00000251796	snoRNA	1
Y	26277923	26354418	ENSG00000229238	unprocessed_pseudogene	-1
Y	26360989	26361092	ENSG00000252948	snRNA	1
Y	26400611	26401230	ENSG00000233843	processed_pseudogene	1
Y	26409815	26420535	ENSG00000188399	unprocessed_pseudogene	1
Y	26453982	26454092	ENSG00000277146	processed_pseudogene	1
Y	14056227	14056958	ENSG00000129862	protein_coding	1
Y	14081075	14086600	ENSG00000235451	unprocessed_pseudogene	1
Y	14101588	14101723	ENSG00000289706	unprocessed_pseudogene	-1
Y	18080681	18096202	ENSG00000226611	unprocessed_pseudogene	-1
Y	18582063	18629077	ENSG00000240438	unprocessed_pseudogene	-1
Y	20725331	20734526	ENSG00000286247	lncRNA	-1
Y	20727254	20742900	ENSG00000225624	unprocessed_pseudogene	1
Y	20756108	20781032	ENSG00000280969	protein_coding	1
Y	20808776	20811809	ENSG00000224482	unprocessed_pseudogene	-1
Y	20843256	20843710	ENSG00000216844	processed_pseudogene	-1
Y	20861337	20862337	ENSG00000229551	processed_pseudogene	1
Y	20907344	20907562	ENSG00000226504	processed_pseudogene	-1
Y	21038289	21044724	ENSG00000254488	lncRNA	-1
Y	21130870	21131181	ENSG00000237427	processed_pseudogene	1
Y	21138633	21257832	ENSG00000289707	lncRNA	1
Y	21221106	21222089	ENSG00000232634	processed_pseudogene	-1
Y	21311268	21318895	ENSG00000226918	unprocessed_pseudogene	1
Y	21382954	21386360	ENSG00000183146	lncRNA	-1
Y	21405770	21405995	ENSG00000236615	unprocessed_pseudogene	1
Y	21424028	21456216	ENSG00000288057	lncRNA	-1
Y	21430697	21437245	ENSG00000237269	unprocessed_pseudogene	-1
Y	21468158	21470683	ENSG00000169849	unprocessed_pseudogene	1
Y	21493519	21501968	ENSG00000169811	unprocessed_pseudogene	1
Y	21508299	21510470	ENSG00000242393	unprocessed_pseudogene	-1
Y	21531839	21534011	ENSG00000228257	unprocessed_pseudogene	-1
Y	21565092	21605081	ENSG00000184991	lncRNA	-1
Y	21631683	21632015	ENSG00000271123	processed_pseudogene	-1
Y	21637475	21639041	ENSG00000226042	unprocessed_pseudogene	-1
Y	21661926	21674008	ENSG00000237023	unprocessed_pseudogene	1
Y	21677246	21681118	ENSG00000229416	unprocessed_pseudogene	-1
Y	21696570	21698220	ENSG00000230029	unprocessed_pseudogene	1
Y	23657839	23659058	ENSG00000224169	unprocessed_pseudogene	-1
Y	23659466	23667822	ENSG00000223407	unprocessed_pseudogene	-1
Y	23674379	23675392	ENSG00000226873	unprocessed_pseudogene	1
Y	23678504	23678835	ENSG00000227915	unprocessed_pseudogene	1
Y	23715922	23726808	ENSG00000236620	unprocessed_pseudogene	-1
Y	23734193	23736249	ENSG00000224866	unprocessed_pseudogene	1
Y	23740258	23746693	ENSG00000232424	unprocessed_pseudogene	-1
Y	23740942	23741105	ENSG00000252681	snRNA	-1
Y	23751188	23751760	ENSG00000232910	unprocessed_pseudogene	1
Y	23762838	23765583	ENSG00000232845	unprocessed_pseudogene	-1
Y	23771232	23798150	ENSG00000237302	unprocessed_pseudogene	1
Y	23682007	23694527	ENSG00000169763	unprocessed_pseudogene	-1
Y	4993858	4999650	ENSG00000277930	lncRNA	-1
Y	5019076	5019266	ENSG00000252468	snRNA	1
Y	5207215	5208069	ENSG00000231341	processed_pseudogene	-1
Y	5337745	5338964	ENSG00000235001	processed_pseudogene	-1
Y	5573145	5574431	ENSG00000214207	processed_pseudogene	1
Y	5634480	5634655	ENSG00000278585	processed_pseudogene	-1
Y	5793300	5793737	ENSG00000235175	processed_pseudogene	-1
Y	5000226	5742224	ENSG00000099715	protein_coding	1
Y	23581595	23614640	ENSG00000225466	unprocessed_pseudogene	1
Y	23808821	23809059	ENSG00000231540	processed_pseudogene	-1
Y	23855522	23857091	ENSG00000223362	unprocessed_pseudogene	-1
Y	23917241	23917723	ENSG00000231026	unprocessed_pseudogene	-1
Y	23919905	23921510	ENSG00000224571	unprocessed_pseudogene	1
Y	23934953	23940101	ENSG00000226369	unprocessed_pseudogene	1
Y	23936727	23941622	ENSG00000280961	lncRNA	-1
Y	23945927	23952293	ENSG00000227871	unprocessed_pseudogene	-1
Y	23946618	23946771	ENSG00000251917	snRNA	-1
Y	23956569	23960218	ENSG00000231423	unprocessed_pseudogene	1
Y	23967564	23970694	ENSG00000228465	unprocessed_pseudogene	-1
Y	23972780	23995081	ENSG00000232585	unprocessed_pseudogene	1
Y	24006911	24007237	ENSG00000234081	processed_pseudogene	-1
Y	24045229	24048019	ENSG00000172352	protein_coding	-1
Y	24049878	24051487	ENSG00000231375	unprocessed_pseudogene	-1
Y	24077799	24079812	ENSG00000237467	unprocessed_pseudogene	1
Y	24081704	24090346	ENSG00000229250	unprocessed_pseudogene	-1
Y	24104107	24106018	ENSG00000232205	unprocessed_pseudogene	1
Y	24142358	24157843	ENSG00000235981	unprocessed_pseudogene	1
Y	24168187	24174494	ENSG00000223698	unprocessed_pseudogene	1
Y	24179316	24183505	ENSG00000242854	unprocessed_pseudogene	-1
Y	24182477	24183071	ENSG00000230977	unprocessed_pseudogene	1
Y	24183434	24187231	ENSG00000244231	lncRNA	-1
Y	24186509	24191870	ENSG00000172342	unprocessed_pseudogene	-1
Y	24196518	24206132	ENSG00000284071	unprocessed_pseudogene	-1
Y	24210958	24211216	ENSG00000274234	misc_RNA	-1
Y	24232826	24238984	ENSG00000225491	unprocessed_pseudogene	-1
Y	24276245	24277026	ENSG00000224827	processed_pseudogene	1
Y	24278337	24281140	ENSG00000233740	processed_pseudogene	-1
Y	24283062	24283230	ENSG00000248792	unprocessed_pseudogene	1
Y	24362335	24362409	ENSG00000279274	processed_pseudogene	-1
Y	24396604	24403526	ENSG00000234399	unprocessed_pseudogene	-1
Y	24485332	24486463	ENSG00000227439	lncRNA	1
Y	24494709	24495583	ENSG00000224210	processed_pseudogene	-1
Y	24500263	24501505	ENSG00000232003	processed_pseudogene	-1
Y	24570202	24607025	ENSG00000235412	lncRNA	1
Y	24607560	24639207	ENSG00000183795	protein_coding	1
Y	24650808	24651534	ENSG00000240566	processed_pseudogene	1
Y	25168599	25169841	ENSG00000236379	processed_pseudogene	1
Y	25174520	25175237	ENSG00000274899	processed_pseudogene	1
Y	25182277	25213389	ENSG00000223641	lncRNA	-1
Y	25266584	25273531	ENSG00000227633	unprocessed_pseudogene	1
Y	25307729	25307803	ENSG00000279115	processed_pseudogene	1
Y	25388992	25391811	ENSG00000233652	processed_pseudogene	1
Y	25393154	25394056	ENSG00000233944	processed_pseudogene	-1
Y	25431156	25437315	ENSG00000223636	unprocessed_pseudogene	1
Y	25454561	25460572	ENSG00000172297	unprocessed_pseudogene	1
Y	25458926	25459184	ENSG00000278242	misc_RNA	1
